klm;woj;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
2;24;3;1;2;1;1;4;1;35;1;3;3;4;1497,50;1453,62
2;24;2;1;2;1;1;2;1;47;2;3;3;3;2834,83;2681,27
2;24;11;5;2;1;1;2;1;47;2;3;3;1;982,93;829,37
2;24;11;5;2;1;1;2;1;48;2;4;1;1;849,56;645,09
2;24;12;7;2;1;3;3;1;51;2;4;1;3;916,84;596,62
2;24;11;5;2;1;1;3;1;52;2;2;3;1;1512,87;1532,35
2;24;1;1;2;1;2;3;1;34;1;3;2;2;620,00;798,84
2;24;11;5;2;1;1;3;1;44;2;5;1;1;1118,17;832,50
2;24;1;1;2;1;1;3;1;33;2;5;1;2;923,04;679,59
2;24;11;1;2;1;1;1;1;19;1;3;3;1;1345,64;2158,56
2;24;2;1;2;1;1;2;1;60;3;2;4;3;3325,83;3682,93
2;24;11;6;2;1;1;2;1;55;2;3;4;1;1187,10;2114,17
2;24;3;7;2;1;1;3;1;46;2;5;1;4;450,00;522,96
2;24;12;5;2;1;1;3;1;52;2;3;2;4;1760,82;1652,54
2;24;11;5;2;1;1;3;1;44;2;3;2;1;1330,23;1025,90
2;24;12;7;2;1;1;3;2;37;2;5;1;3;1394,31;1432,87
2;24;1;5;2;1;2;1;1;48;2;5;1;2;1790,81;1425,73
2;24;12;1;2;1;3;1;2;51;2;4;2;2;1280,00;1047,07
2;24;1;5;2;1;3;1;1;48;2;5;1;2;1467,60;1313,28
2;24;3;1;2;1;3;1;1;43;2;3;3;4;1889,11;1810,21
2;24;2;5;2;1;3;1;1;77;4;3;3;3;1800,00;1821,10
2;24;12;5;2;1;1;1;1;81;2;4;2;3;2183,05;1843,83
2;24;12;1;2;1;3;1;2;49;2;5;1;2;1519,70;1589,67
2;24;2;1;2;1;3;1;1;61;3;3;2;3;2549,78;1271,60
2;24;3;5;2;1;1;1;1;61;3;3;3;4;2200,00;1802,90
2;24;3;1;2;1;1;1;1;72;3;3;3;4;2060,63;2235,97
2;24;1;1;2;1;2;1;1;52;2;5;5;2;2560,00;2453,70
2;24;3;1;2;1;3;1;2;52;2;3;2;4;1800,00;1179,30
2;24;2;5;2;1;1;1;1;61;3;3;3;3;2428,61;2322,64
2;24;3;1;2;1;1;1;1;52;2;3;3;4;2560,00;2406,24
2;24;2;6;1;1;3;1;1;39;1;4;2;3;1373,19;1395,42
2;24;8;5;2;1;3;1;1;68;3;4;2;4;3600,00;3180,85
2;24;12;1;2;1;2;1;1;62;3;4;2;3;3150,00;2791,71
2;24;3;1;2;1;3;1;1;43;2;2;4;4;1905,48;4305,48
2;24;12;5;2;1;1;1;2;52;2;3;2;2;3000,00;2961,75
2;24;2;1;2;1;3;1;1;43;2;3;3;3;2432,64;2459,51
2;24;2;1;2;1;2;1;1;34;2;2;3;3;2100,00;2667,92
2;24;11;6;2;1;3;1;1;52;2;3;3;1;1210,69;1058,43
2;24;12;5;2;1;3;1;1;52;2;3;1;5;2186,27;2387,88
2;24;2;1;2;1;3;1;1;34;2;3;4;3;2224,20;1956,07
2;24;7;6;2;1;2;3;1;48;2;3;3;2;980,00;1031,69
2;24;3;1;2;1;1;1;1;65;3;3;3;4;4244,00;2195,03
2;24;2;1;2;1;2;4;2;35;2;3;2;3;740,00;628,26
2;24;8;5;2;1;2;3;1;71;3;3;2;6;1679,48;1233,07
2;24;4;1;2;1;2;3;1;54;2;2;4;5;2643,50;3600,39
2;24;3;7;2;1;2;3;1;49;2;3;1;4;0,00;3053,09
2;24;3;5;2;1;1;1;1;64;3;3;3;4;1900,00;2051,27
2;24;1;1;2;1;3;4;1;33;2;3;4;2;1275,40;1421,98
2;24;3;1;1;1;1;1;1;67;3;3;3;4;2229,94;3453,59
2;24;7;4;2;1;3;4;1;43;1;3;3;2;700,00;824,18
2;24;4;4;2;1;3;3;2;52;2;4;2;5;964,37;887,90
2;24;5;1;2;1;2;3;1;115;2;3;3;6;1300,00;996,75
2;24;11;5;2;1;3;3;1;37;1;5;2;1;945,55;662,24
2;24;3;1;2;1;2;2;1;54;3;3;3;4;2200,00;1804,38
2;24;11;7;2;1;3;3;2;42;2;5;1;1;384,70;381,23
2;24;6;5;2;1;1;1;1;50;2;5;2;2;1469,00;1487,24
2;24;11;5;2;1;3;3;1;43;1;2;3;1;1002,00;1009,31
2;24;8;1;2;1;1;1;1;65;3;3;3;4;3660,00;3179,53
2;24;2;4;2;1;1;1;1;65;3;3;3;3;3900,00;1726,80
2;24;2;1;1;1;1;1;2;54;3;3;3;3;2200,57;3100,44
2;24;11;5;1;1;2;3;1;53;2;4;3;1;970,00;1058,07
2;24;11;5;2;1;2;3;2;45;2;2;4;1;915,20;701,11
2;24;12;7;2;1;1;1;1;64;3;3;1;4;1451,43;1056,57
3;24;2;1;2;1;1;3;1;50;2;3;3;3;1712,64;1395,48
3;24;11;7;2;1;1;2;1;58;3;4;3;1;935,00;1124,18
3;24;11;7;2;1;2;3;2;30;1;5;1;1;244,80;249,80
3;24;11;6;2;1;1;3;2;37;1;3;4;1;610,00;570,45
3;24;1;5;2;1;1;4;1;36;1;2;4;2;2000,00;1893,61
3;24;2;1;2;1;1;2;2;59;3;2;4;3;4077,20;2541,39
3;24;10;6;2;1;2;3;2;53;1;3;3;2;758,00;781,77
3;24;11;6;2;1;3;3;2;42;2;3;3;1;1824,98;1437,11
3;24;8;1;2;1;1;2;1;58;2;4;3;4;4200,00;2497,76
3;24;11;7;2;1;1;3;2;33;1;5;1;1;1070,80;426,41
3;24;1;1;2;1;1;3;2;36;2;3;4;2;1900,00;810,55
3;24;11;5;2;1;1;4;2;34;1;5;1;1;678,00;587,40
3;24;11;5;2;1;3;3;1;32;1;3;4;1;1314,90;790,05
3;24;4;1;2;1;1;3;1;80;2;3;3;5;2143,73;1544,18
3;24;11;1;2;1;1;2;2;43;2;3;1;1;645,60;799,33
3;24;3;1;2;1;1;2;1;67;3;3;1;4;1520,00;1603,36
3;24;11;7;2;1;1;3;1;56;2;3;3;1;759,80;2722,01
3;24;1;7;2;1;1;2;1;47;2;3;1;2;1462,49;1628,59
3;24;12;6;2;1;1;2;1;54;2;3;3;3;1976,70;2093,53
3;24;11;5;2;1;1;2;1;70;2;3;2;1;1096,64;1330,84
3;24;12;5;2;1;1;3;1;125;3;2;4;3;3349,56;2862,30
3;24;11;6;2;1;1;3;2;28;1;5;1;1;835,68;691,44
3;24;3;1;2;1;1;3;2;54;2;3;3;4;1277,70;973,05
3;24;11;1;2;1;3;4;1;50;2;3;2;1;1011,95;1275,70
3;24;4;1;2;1;3;3;2;63;3;3;1;5;984,40;878,52
3;24;1;1;2;1;1;2;2;71;2;3;3;2;1200,00;1711,07
3;24;11;6;2;1;1;3;2;41;1;3;1;1;667,79;420,01
3;24;12;6;2;1;1;4;1;100;3;5;2;4;2402,30;2844,12
3;24;3;1;2;1;1;3;1;100;3;3;3;4;3280,94;1351,94
3;24;3;1;2;1;1;3;2;32;1;3;3;4;1085,00;1520,76
3;24;6;7;2;1;1;3;2;35;1;5;1;2;642,50;642,23
3;24;11;1;2;1;1;2;1;100;4;3;2;1;1795,82;1398,66
3;24;12;5;2;1;1;3;2;80;2;3;3;2;1274,90;872,64
3;24;2;1;2;1;3;2;1;140;4;2;5;3;9500,00;11786,04
3;24;2;4;2;1;1;4;1;100;3;2;4;3;2070,00;2098,12
3;24;11;1;2;1;1;3;1;37;1;2;3;1;1320,20;1644,13
3;24;6;6;2;1;3;3;2;37;2;5;1;2;629,98;485,60
3;24;12;1;2;1;2;3;2;30;1;2;5;2;2206,62;1265,76
3;24;3;4;2;1;1;2;1;98;3;2;3;4;3882,00;4098,37
3;24;1;5;2;1;1;2;1;61;2;2;4;2;2802,49;2200,01
3;24;2;1;2;1;1;5;2;55;2;4;2;3;1041,00;1066,33
3;24;11;5;2;1;1;3;1;35;1;3;3;1;919,40;1069,55
3;24;3;1;2;1;1;2;1;90;3;3;3;4;1690,00;2805,60
3;24;2;1;2;1;2;2;1;60;2;3;2;3;1780,00;1935,53
3;24;12;1;2;1;3;3;2;62;2;3;1;3;449,50;420,14
3;24;12;1;2;1;1;4;1;67;2;3;3;3;3600,20;3163,55
3;24;1;1;2;1;3;2;2;105;3;1;4;2;3368,20;2987,38
3;24;11;5;2;1;3;3;2;12;1;3;2;1;785,00;666,95
3;24;11;6;2;1;1;4;1;58;2;3;2;1;963,40;943,26
3;24;11;5;2;1;1;4;1;20;1;4;2;1;850,40;916,85
3;24;2;7;2;1;3;3;2;46;1;5;1;3;542,50;550,06
3;24;11;5;2;1;1;3;2;38;1;5;1;1;532,81;809,30
3;24;9;7;2;1;3;3;2;48;2;3;1;5;1002,00;936,44
3;24;12;5;2;1;2;3;2;42;2;2;4;4;1782,50;828,24
3;24;3;1;2;1;1;2;1;52;2;4;2;4;1782,10;1913,68
3;24;7;6;2;1;1;3;2;49;2;4;2;2;664,00;884,21
3;24;11;6;2;1;1;3;2;37;1;4;3;1;1098,60;520,80
3;24;2;1;2;1;1;2;1;38;2;2;4;3;1230,00;1297,75
3;24;2;4;2;1;3;3;2;30;1;4;1;3;494,50;530,08
3;24;12;5;2;1;1;3;2;48;1;3;3;3;1650,00;826,06
3;24;9;1;2;1;1;3;2;51;2;3;3;5;3612,50;2325,64
3;24;12;7;2;1;3;3;2;39;1;4;1;4;936,02;743,39
3;24;2;6;2;1;1;2;1;49;2;4;1;3;1634,40;1837,75
3;24;1;5;2;1;1;3;1;50;2;3;3;2;2014,90;2441,47
3;24;12;1;2;1;1;3;1;56;2;3;3;3;1517,23;1267,09
3;24;1;6;2;1;1;3;2;40;1;4;1;2;660,00;536,85
3;24;1;5;2;1;3;4;1;50;2;2;5;2;3193,90;2551,52
3;24;11;5;2;1;1;3;2;35;1;4;1;1;1127,90;1069,33
3;24;4;1;2;1;1;2;1;47;2;2;3;5;2221,59;1366,44
3;24;11;6;2;1;1;4;1;47;2;5;1;1;583,20;590,99
3;24;2;1;2;1;1;3;1;44;1;2;5;3;2852,74;2343,28
3;24;11;6;2;3;3;3;2;70;3;3;3;1;830,00;670,13
3;24;8;1;2;3;2;2;1;120;4;3;2;4;2266,00;1610,14
3;24;1;5;1;3;2;2;1;120;4;3;3;2;3587,82;3488,31
3;24;1;5;2;3;3;2;1;120;4;3;3;2;1980,50;1612,47
3;24;1;5;2;3;2;2;1;80;4;3;3;2;1800,00;1271,94
3;24;1;5;2;1;1;4;1;48;2;3;3;;;
3;24;1;5;2;1;1;4;1;48;2;3;3;;;
3;24;8;6;2;3;2;2;1;122;3;4;3;4;2907,67;2253,61
3;24;8;1;2;3;2;2;1;80;5;4;2;7;292,50;2302,08
3;24;2;1;2;3;2;2;1;125;5;3;3;3;2322,00;2515,04
3;24;12;5;2;3;3;2;1;108;3;3;3;3;4094,69;3957,57
3;24;2;1;2;3;2;2;1;110;4;4;2;3;1469,00;1215,93
3;24;11;5;2;3;3;3;1;76;2;4;2;1;1100,00;768,42
3;24;1;5;2;3;2;2;1;110;3;3;3;2;1800,60;1221,21
3;24;1;1;2;2;2;3;1;120;3;3;4;2;1849,50;2914,47
3;24;1;5;2;3;2;2;1;110;5;2;4;2;2958,28;4302,53
3;24;3;1;2;3;2;3;1;127;3;4;1;4;2268,10;1965,94
3;24;3;1;2;3;2;2;1;200;4;3;2;4;1230,00;1223,68
3;24;3;1;2;3;2;2;1;120;3;3;2;4;1600,00;2495,04
3;24;12;2;1;3;2;2;1;120;4;3;3;5;4538,25;13461,91
3;24;11;6;2;1;2;2;1;82;3;2;2;1;1742,90;2347,57
3;24;3;1;2;1;1;1;1;51;2;3;2;4;1859,07;1257,38
3;24;1;7;2;1;1;1;1;38;2;2;4;2;2362,03;1921,59
3;24;3;1;2;1;1;1;1;64;3;3;3;4;3022,27;2330,64
3;24;3;5;2;1;1;1;1;62;3;2;5;4;2927,50;2658,79
3;24;2;1;2;1;1;1;1;51;2;3;3;3;1619,63;1560,81
3;24;3;1;2;1;1;1;1;62;3;3;4;4;3258,00;7670,26
3;24;1;6;2;1;1;1;2;63;3;4;1;2;784,90;477,72
3;24;3;1;2;1;1;1;1;52;2;3;3;4;2650,00;2504,19
3;24;8;1;2;1;1;1;1;62;3;3;1;4;1372,01;1474,83
3;24;3;1;2;1;1;1;1;64;3;3;2;4;1520,00;1784,20
3;24;3;6;2;1;1;1;1;51;2;4;2;4;1142,40;2109,53
3;24;8;4;2;1;1;1;2;73;4;3;3;5;2383,68;1857,16
3;24;3;1;2;1;1;1;1;62;3;3;3;4;3510,25;2874,40
3;24;9;6;2;1;1;1;1;72;4;2;1;5;1792,43;1624,56
3;24;1;1;2;1;1;1;2;37;1;3;1;2;1000,00;1883,02
3;24;4;1;2;1;1;1;1;63;3;3;3;5;2932,49;3237,92
3;24;4;1;2;1;1;1;1;73;4;3;4;5;3065,50;4987,42
3;24;8;6;2;4;1;1;1;50;2;3;2;4;1889,20;1810,25
3;24;2;1;2;1;1;1;1;51;2;3;3;3;2627,77;3168,64
3;24;12;1;2;1;1;1;1;50;2;3;3;3;2096,77;3902,92
3;24;11;6;2;1;1;1;1;35;1;3;4;1;1643,63;1568,03
3;24;3;1;2;1;1;1;1;60;3;3;3;4;4225,20;6209,86
3;24;3;1;2;1;1;1;1;73;4;2;3;4;3814,62;3843,27
3;24;2;1;2;1;1;1;2;55;3;3;4;3;1800,00;2227,46
3;24;3;6;2;1;1;1;1;70;4;3;3;4;2203,64;2143,48
3;24;3;1;2;1;1;1;1;70;4;3;3;4;2229,40;1815,50
3;24;12;6;2;1;1;1;2;57;3;4;2;4;1655,40;1945,89
3;24;8;5;2;1;1;1;1;49;2;3;3;5;3700,00;3421,38
3;24;2;5;2;1;1;1;1;57;3;2;4;3;2648,40;2083,46
3;24;12;1;2;1;1;1;1;34;1;3;4;2;1672,00;785,77
3;24;10;5;2;1;1;1;1;70;4;2;4;3;2551,75;2377,49
3;24;2;5;2;1;1;1;1;72;4;2;4;3;2882,50;3997,01
3;24;2;5;2;1;1;1;1;55;3;2;4;3;2643,00;2350,60
3;24;3;1;2;1;1;1;1;54;3;3;3;4;2554,00;2275,30
3;24;8;1;2;1;1;1;1;54;3;3;3;4;2255,53;1634,27
3;24;12;5;2;1;1;1;1;72;4;3;4;3;2899,30;3108,58
3;24;3;1;2;1;1;1;1;71;4;2;3;4;2618,76;2685,01
3;24;1;5;2;1;1;1;1;56;3;2;5;2;2450,00;2503,33
3;24;1;1;2;1;1;1;1;49;2;4;1;2;780,00;971,72
3;24;12;5;2;1;1;1;1;55;3;3;3;3;2200,00;1577,66
3;24;2;1;2;1;1;1;1;54;3;3;3;3;2000,00;1471,90
3;24;8;5;2;1;1;1;1;57;3;3;3;4;3331,80;4551,69
3;24;2;1;2;1;1;1;2;38;2;3;3;3;2178,00;1746,12
3;24;2;1;2;1;1;1;2;38;1;3;3;3;1734,10;1599,19
3;24;12;1;2;1;1;1;2;70;4;3;3;2;1860,00;2225,08
3;24;1;1;2;1;1;1;1;56;3;3;3;2;1509,50;1534,31
3;24;3;1;2;1;1;1;1;72;4;3;3;4;4535,20;3828,25
3;24;3;4;2;1;1;1;1;55;3;2;4;4;3300,00;2688,85
3;24;5;1;2;1;1;1;1;70;4;4;1;7;3072,48;1854,29
3;24;2;1;2;1;1;1;2;56;3;2;3;3;5193,50;2965,45
3;24;1;6;2;1;1;1;1;57;3;2;4;2;2548,43;2200,77
3;24;1;5;2;1;1;1;1;34;1;2;4;2;2854,60;2628,28
3;24;3;1;2;1;1;1;1;70;4;3;3;4;2000,00;2378,41
3;24;1;5;2;1;1;1;1;70;4;2;4;2;1810,00;1501,89
3;24;2;6;2;1;1;1;2;50;3;4;1;3;1139,00;2057,49
3;24;8;5;2;1;1;1;1;70;4;4;2;5;2977,53;2987,13
3;24;11;6;2;1;1;1;2;34;1;5;2;1;739,06;527,44
3;24;3;7;2;1;1;1;1;34;1;5;1;4;2588,56;1735,48
3;24;1;5;2;1;1;1;1;56;3;2;4;2;2717,00;2827,68
3;24;4;1;2;1;1;1;1;56;3;5;1;5;1550,00;1235,03
3;24;2;1;2;1;1;1;2;58;3;2;3;3;2877,70;4162,58
3;24;12;5;1;1;1;1;1;54;3;2;3;4;2695,30;2426,32
3;24;3;1;2;1;1;1;1;70;4;2;4;4;3698,70;2760,64
3;24;8;5;2;1;1;1;1;71;4;3;4;5;2800,00;2481,68
3;24;2;1;2;1;1;1;1;49;2;3;3;3;1835,00;2221,02
3;24;1;1;2;1;1;1;2;56;3;2;2;2;2130,00;2166,64
3;24;11;6;2;1;1;1;1;49;2;3;3;1;1431,43;1821,24
3;24;3;1;2;1;1;1;2;55;3;3;3;4;1800,00;2802,61
3;24;2;1;2;1;1;1;1;55;3;3;3;3;2316,00;1973,87
3;24;2;1;2;1;1;1;2;30;2;3;3;3;3031,20;2196,56
3;24;6;1;2;1;1;1;1;56;3;4;2;3;1182,24;1235,30
3;24;11;1;2;1;1;1;1;32;1;3;3;1;1461,84;957,64
3;24;3;1;2;1;1;1;1;71;4;2;4;4;1933,32;2830,98
3;24;3;1;2;1;1;1;1;72;4;2;5;4;5132,60;2847,12
3;24;3;1;2;1;1;1;1;56;3;4;1;4;5730,00;1732,46
3;24;3;1;2;1;1;1;1;56;3;3;3;4;1940,59;1405,01
3;24;1;5;2;1;1;1;1;72;4;3;4;2;2555,00;1649,48
3;24;12;1;2;1;1;1;1;63;4;3;3;5;4295,34;3489,25
3;24;3;1;2;1;1;1;1;34;1;4;2;4;1442,00;1375,90
3;24;1;5;2;1;1;1;1;52;3;4;2;2;2350,98;2331,93
3;24;4;1;2;1;1;1;1;57;3;3;3;5;2352,00;1684,45
3;24;4;1;2;1;1;1;1;56;3;5;1;5;1521,30;1266,20
3;24;6;1;2;1;1;1;1;56;3;3;3;3;2120,00;2970,05
3;24;12;5;2;1;1;1;1;74;4;5;1;2;1307,00;1825,94
3;24;12;5;1;1;1;1;1;74;4;3;4;3;2622,33;2217,97
3;24;3;1;2;1;1;1;1;71;4;3;2;4;2609,00;1649,47
3;24;3;1;2;1;1;1;1;49;2;3;2;4;1090,00;1251,01
3;24;4;1;2;1;1;1;1;56;3;3;3;5;2296,65;2415,23
3;24;12;6;2;1;1;1;1;47;3;3;2;4;2018,36;2234,23
3;24;3;1;2;1;1;1;1;64;3;3;3;4;1450,00;8691,16
3;24;2;1;2;1;1;1;1;70;4;5;1;3;1744,54;2022,91
3;24;4;1;2;1;1;1;1;56;3;2;4;5;2383,05;3392,28
3;24;2;1;2;1;1;1;1;70;4;3;4;3;1416,10;5160,17
3;24;2;1;2;1;1;1;1;49;2;4;1;3;4232,70;1303,77
3;24;4;1;2;1;1;1;1;49;2;3;3;5;7193,70;3853,52
3;24;5;5;2;3;2;2;1;52;4;3;2;6;4264,00;4161,53
3;24;1;7;2;3;3;2;1;50;2;3;2;2;1054,00;1093,04
3;24;2;1;2;3;3;2;1;100;4;3;5;3;1850,00;13027,27
3;24;3;1;2;3;3;2;1;160;7;2;4;4;7216,96;1373,49
3;24;8;6;2;1;2;3;1;42;1;4;1;8;1409,86;1105,57
3;24;12;5;2;3;3;2;1;80;3;3;3;3;2116,00;1891,56
3;24;12;1;2;3;2;2;1;180;8;3;3;4;4974,20;1794,50
3;24;10;5;2;3;2;2;1;60;2;3;2;2;1146,84;713,72
3;24;11;5;1;3;3;3;1;80;3;3;3;1;986,99;2382,89
3;24;11;5;2;3;3;3;1;90;2;1;5;1;2320,49;2395,34
3;24;2;3;1;3;2;2;1;100;8;3;3;3;-1123,40;3494,93
3;24;4;1;1;3;2;2;1;80;4;3;2;5;2462,08;1508,87
3;24;11;5;2;3;3;3;2;60;2;3;4;1;711,60;186,57
3;24;1;5;2;3;2;2;1;52;3;3;2;2;1279,00;1512,72
3;24;12;5;2;3;3;2;1;120;6;3;3;3;3700,00;4101,94
3;24;12;5;1;3;3;2;1;86;6;3;2;8;3922,95;3469,80
3;24;3;1;1;3;2;2;1;90;2;3;4;4;2795,00;6011,32
3;24;1;5;2;3;3;2;1;75;3;3;4;2;2335,10;2474,99
3;24;12;1;2;2;2;2;1;88;4;2;4;3;3120,00;1859,15
3;24;2;1;2;3;2;2;2;22;1;3;3;3;1036,58;558,85
3;24;1;5;2;1;3;2;1;54;2;2;4;2;2886,02;1484,75
3;24;12;5;1;3;2;2;1;90;7;3;3;3;2840,00;2121,89
3;24;4;1;2;3;2;2;1;118;4;3;3;5;5957,20;3038,37
3;24;2;5;2;3;2;2;1;100;7;5;1;3;1935,20;1254,74
3;24;4;1;2;1;1;1;1;68;3;4;1;5;1773,93;1869,72
3;24;12;6;2;1;1;1;1;46;2;3;4;3;2781,00;1623,24
3;24;11;6;2;1;1;1;2;17;1;5;1;1;527,50;511,35
3;24;2;1;2;1;1;1;1;64;3;2;4;3;3103,70;2448,82
3;24;1;5;2;1;1;1;1;48;2;3;3;2;1910,59;1779,63
3;24;11;6;2;1;1;1;1;55;2;2;4;1;1424,40;1428,34
3;24;1;5;2;1;1;1;1;55;2;2;3;2;1263,00;1253,23
3;24;2;1;2;1;1;1;1;54;2;4;2;3;2140,73;2071,85
3;24;11;5;2;1;1;1;1;52;2;3;3;1;985,36;974,89
3;24;11;4;2;1;1;1;2;17;1;5;1;1;416,40;492,11
3;24;11;6;2;1;1;1;1;50;1;3;3;1;1263,00;1406,72
3;24;1;5;2;1;1;1;2;52;2;4;2;2;1708,00;1150,05
3;24;1;5;2;1;1;1;1;50;1;3;4;2;1772,83;1825,48
3;24;11;6;2;1;1;1;1;18;1;2;4;1;1176,00;838,08
3;24;12;1;2;1;1;1;1;31;2;3;3;3;2155,00;1615,25
3;24;4;5;2;1;1;1;1;55;3;4;3;5;2160,00;1763,87
3;24;3;1;2;1;1;1;1;56;3;3;3;4;2045,00;3518,57
3;24;1;4;2;1;1;1;1;50;2;2;5;2;3000,00;3142,59
3;24;12;5;2;1;1;1;1;53;2;2;4;2;1996,40;1925,80
3;24;4;1;2;1;1;1;1;57;2;4;2;5;2220,00;1365,54
3;24;11;6;2;1;1;1;1;54;2;3;3;1;2031,73;1906,70
3;24;12;1;2;1;1;1;2;54;2;5;1;3;1356,20;1321,97
3;24;2;1;2;1;1;1;1;68;2;4;2;3;1616,00;2034,58
3;24;11;6;2;1;1;1;1;48;2;1;5;1;1602,00;1755,62
3;24;2;1;2;1;1;1;1;46;2;4;2;3;1730,00;2309,90
3;24;12;5;2;1;1;1;1;61;3;3;4;5;3604,92;2220,58
3;24;11;5;2;1;1;1;1;52;2;5;1;1;1806,80;2823,20
3;24;11;6;2;1;1;1;2;36;1;5;1;1;1200,00;668,85
3;24;4;1;2;1;1;1;1;56;2;5;1;5;1050,00;1670,74
3;24;3;5;2;1;1;1;1;54;2;5;1;4;2441,32;2197,30
3;24;3;6;2;1;1;1;1;58;3;3;3;4;1681,22;1575,71
3;24;6;7;2;1;1;1;2;60;2;5;1;6;1949,90;1750,42
3;24;1;5;2;1;1;1;1;50;1;3;3;2;1418,00;1289,97
3;24;3;1;2;1;1;1;2;56;2;5;1;4;953,70;1017,77
3;24;12;6;2;1;1;1;2;37;1;5;1;4;1096,64;1223,46
3;24;3;1;2;1;1;1;1;51;2;4;2;4;1300,00;1168,73
3;24;1;4;2;1;1;1;2;48;1;4;2;2;837,00;796,89
3;24;1;5;2;1;1;1;1;48;1;2;4;2;2414,90;1071,52
3;24;6;1;2;1;1;1;1;48;1;5;1;2;867,00;671,30
3;24;11;5;1;1;1;1;1;58;2;2;4;1;1560,90;1263,43
3;24;6;1;2;1;1;1;2;58;2;5;1;4;2419,63;1775,28
3;24;1;5;2;1;1;1;1;58;2;1;5;2;2680,00;2175,74
3;24;12;5;2;1;1;1;1;49;2;5;1;2;946,64;1017,41
3;24;4;1;2;1;1;4;1;80;3;4;2;5;1905,81;1947,94
3;24;3;4;2;1;1;1;1;48;2;4;2;4;500,00;395,51
3;24;6;7;2;1;1;1;2;37;2;5;1;3;800,00;1046,38
3;24;12;5;2;1;1;1;1;48;2;4;1;2;644,40;675,94
3;24;8;1;2;1;1;1;1;62;3;3;3;4;2672,38;3003,46
3;24;1;5;2;1;1;1;1;67;3;2;3;2;3997,03;3103,40
3;24;3;1;2;1;1;1;1;47;2;2;4;4;3948,00;3341,31
3;24;11;1;2;1;1;1;1;64;3;2;4;1;2800,00;2242,87
3;24;3;1;2;1;1;1;1;52;2;2;5;4;5300,00;2748,62
3;24;11;6;2;1;1;1;1;51;2;3;3;1;1300,00;1010,82
3;24;2;1;2;1;1;1;1;76;4;2;3;3;4400,00;1837,10
3;24;3;1;2;1;1;1;1;49;2;3;3;4;2500,00;1892,38
3;24;3;1;2;1;1;1;1;48;2;3;3;4;1700,00;976,77
3;24;3;1;2;1;1;1;1;36;1;2;3;4;3300,00;2649,18
3;24;3;1;2;1;1;1;1;50;3;3;3;4;2650,00;4029,68
3;24;6;6;2;1;1;1;1;47;2;4;1;2;1257,65;1066,39
3;24;11;6;2;1;1;1;1;20;1;3;2;1;825,89;910,99
3;24;3;1;2;1;1;1;1;57;3;3;1;4;1600,00;1350,84
3;24;11;5;2;1;1;1;1;43;2;2;4;1;900,00;869,16
3;24;12;7;2;1;1;1;1;49;2;5;1;3;1012,00;1623,93
3;24;9;1;2;1;1;1;1;50;2;4;2;4;2770,00;1734,43
3;24;11;6;2;1;1;1;1;39;2;3;3;1;650,00;1076,48
3;24;12;4;2;1;1;1;1;70;3;2;3;3;3435,20;2715,57
4;24;1;5;2;1;1;1;1;42;2;2;5;2;2092,85;2088,63
4;24;11;5;2;1;1;1;2;30;1;5;1;1;657,30;628,38
4;24;2;1;2;1;1;1;2;34;1;4;3;3;1300,00;1278,32
4;24;11;6;2;1;1;1;2;34;1;2;4;1;710,20;668,95
4;24;11;5;2;1;1;1;1;53;2;2;4;1;1307,90;1323,97
4;24;11;5;2;1;1;1;1;34;2;3;3;1;1078,55;1020,19
4;24;11;5;2;1;1;1;1;34;1;3;3;1;1013,20;977,28
4;24;1;5;2;1;1;1;1;34;1;4;2;2;1069,04;1031,95
4;24;11;6;2;1;1;1;1;41;2;4;2;1;693,21;685,93
4;24;10;6;2;1;1;1;1;31;1;4;2;2;1065,41;1068,80
4;24;1;5;2;1;1;1;1;34;2;4;3;2;1500,20;1435,11
4;24;11;5;2;1;1;1;2;34;2;3;3;1;653,40;640,37
4;24;10;5;2;1;1;1;1;54;3;2;5;3;3047,20;2923,70
4;24;11;6;2;1;1;1;1;41;2;3;3;1;847,10;823,03
4;24;11;6;2;1;1;1;2;31;1;5;1;1;543,65;568,29
4;24;11;5;2;1;1;1;1;34;2;1;5;1;1964,00;1879,04
4;24;11;6;2;1;1;1;1;34;2;2;3;1;1372,80;963,09
4;24;11;5;2;1;1;1;1;30;1;2;4;1;1095,79;1127,43
4;24;12;1;2;1;1;1;1;34;2;2;5;2;3500,00;2514,20
4;24;1;5;2;1;1;1;1;34;2;2;4;2;2170,69;1994,38
4;24;11;5;2;1;1;1;2;41;2;4;2;1;903,70;822,93
4;24;11;6;2;1;1;1;2;34;2;4;3;1;950,00;897,99
4;24;1;1;2;1;1;1;1;34;2;2;4;2;2035,20;2203,77
4;24;1;5;2;1;1;1;1;34;2;2;4;2;2046,40;1904,14
4;24;2;1;2;1;1;1;1;47;3;3;4;3;2653,00;1139,18
4;24;2;6;2;1;1;1;2;47;3;5;1;3;1160,18;981,62
4;24;11;1;1;1;1;1;1;12;1;4;2;1;1257,60;1642,03
4;24;12;5;2;1;1;1;1;53;3;3;3;2;2076,90;2506,32
4;24;11;6;2;1;1;1;1;49;3;4;1;1;760,00;683,83
4;24;1;1;2;1;1;1;1;49;2;3;4;2;2809,00;3108,70
4;24;2;4;2;1;1;1;1;54;3;3;3;3;4100,00;3669,65
