klm;woj;trb;zut;d21;d32;d345;d347;d348;d36;d38;d61;d63;los;dochg;wydg
1;02;11;5;2;1;1;2;1;69;2;3;3;1;1191,41;1037,29
1;02;6;1;2;1;2;2;1;74;3;4;2;2;821,00;887,01
1;02;3;1;1;3;1;2;1;83;3;4;1;4;6669,87;6792,13
1;02;12;5;2;1;3;3;2;44;2;4;1;3;1872,59;1806,83
1;02;1;5;1;3;1;2;1;110;5;4;2;2;1731,44;2795,08
1;02;12;1;1;1;2;3;1;36;1;3;3;4;2200,00;2359,31
1;02;12;1;1;1;1;1;1;59;2;3;3;5;3600,55;6274,59
1;02;12;5;1;1;2;2;1;32;2;3;3;6;1938,40;1237,12
1;02;12;5;1;1;1;2;1;63;3;3;2;2;2532,00;2703,61
1;02;8;1;2;1;2;3;1;46;2;4;2;5;2368,46;1835,71
1;02;11;5;2;1;2;3;2;36;2;3;3;1;995,50;906,05
1;02;2;1;2;1;2;3;1;42;2;3;2;3;1725,20;991,81
1;02;2;1;2;3;2;4;2;25;1;5;1;3;1518,00;1518,38
1;02;1;5;1;3;1;2;2;150;8;3;3;2;2121,46;6809,17
1;02;3;1;2;1;2;3;1;38;1;4;2;4;2200,00;2205,82
1;02;12;1;2;1;1;1;1;80;2;3;3;3;4298,14;2401,78
1;02;3;1;1;1;2;4;2;17;1;5;1;4;920,90;794,04
1;02;1;7;1;2;1;2;1;64;3;3;4;2;3274,31;3404,62
1;02;12;1;2;1;1;2;1;80;3;4;2;3;1734,00;1667,24
1;02;11;5;1;3;1;2;2;30;1;3;3;1;771,11;744,64
1;02;11;5;2;1;1;1;2;27;2;4;2;1;963,29;1058,80
1;02;1;5;2;2;1;1;1;78;4;3;4;2;2518,00;3064,78
1;02;6;1;2;1;1;2;1;40;2;5;1;2;1449,00;1483,47
1;02;11;6;2;1;1;1;1;25;1;3;3;1;925,00;1191,92
1;02;11;1;2;1;1;1;1;64;3;5;1;1;503,83;601,01
1;02;4;1;2;1;1;1;1;52;2;5;1;5;1437,10;1412,49
1;02;11;7;2;1;1;1;1;29;1;5;1;1;1108,30;1062,27
1;02;1;5;2;1;1;1;1;52;2;4;2;2;2045,37;2023,05
1;02;2;1;2;1;1;1;1;51;2;3;3;3;2965,86;2519,08
1;02;12;6;2;1;1;1;1;64;3;2;4;2;2385,80;2042,44
1;02;12;5;2;1;1;1;1;63;3;3;3;3;4451,65;3683,57
1;02;3;4;2;1;1;1;1;64;3;3;3;4;3606,00;3331,42
1;02;2;1;2;1;1;1;1;86;4;2;4;3;4524,90;4077,54
1;02;1;6;1;1;1;1;1;52;2;3;3;2;1752,92;1434,04
1;02;11;1;2;1;3;1;2;50;1;5;1;1;80,00;837,14
1;02;1;5;2;1;1;1;1;52;2;3;3;2;1878,00;1852,56
1;02;2;6;2;1;1;1;1;52;2;5;1;3;859,00;932,85
1;02;12;6;2;1;1;1;1;52;2;3;3;2;2560,80;3078,06
1;02;1;5;1;1;1;1;1;35;1;3;3;2;2446,00;2209,24
1;02;9;1;2;1;1;1;1;54;2;3;3;3;2990,30;3556,56
1;02;11;5;1;1;1;1;1;64;3;2;4;1;1841,60;1887,86
1;02;12;1;1;1;1;1;1;34;2;3;3;2;1225,70;1601,31
1;02;6;1;2;1;1;1;1;34;1;3;3;2;1710,70;1598,87
1;02;2;1;2;1;1;1;1;53;2;2;5;3;6000,00;10482,91
1;02;6;1;2;1;1;1;1;35;2;3;3;3;1841,00;1282,76
1;02;2;4;2;1;1;1;1;51;3;2;5;3;4380,00;4744,51
1;02;11;7;2;1;1;1;1;20;1;3;3;1;1063,00;1603,67
1;02;12;6;1;1;1;1;1;45;3;3;3;2;1525,10;3129,82
1;02;12;5;1;1;1;1;1;40;2;3;3;5;3145,90;3384,36
1;02;11;5;1;1;1;1;1;26;1;3;3;1;850,27;1012,31
1;02;11;7;2;1;3;1;2;30;1;2;4;1;1921,00;1929,92
1;02;12;5;1;1;1;1;2;51;3;3;3;3;1700,00;1648,61
1;02;1;1;2;1;1;1;1;20;1;5;1;2;1400,00;845,09
1;02;3;1;2;1;1;1;1;35;1;5;1;4;2406,41;1254,66
1;02;2;1;2;1;1;1;1;65;3;3;4;3;5045,00;6912,58
1;02;3;1;2;1;1;1;1;47;4;3;3;4;2259,59;3264,63
1;02;6;1;2;1;1;1;1;60;2;2;3;2;2010,00;1444,18
1;02;6;1;2;1;1;1;1;63;3;5;1;3;1478,00;1568,33
1;02;11;5;2;1;1;1;1;47;2;3;2;1;1147,00;1126,21
1;02;2;1;1;1;1;1;1;56;2;4;1;3;2216,97;3920,18
1;02;12;1;2;1;1;1;1;60;3;3;3;2;2143,70;3870,91
1;02;1;5;1;1;1;1;1;45;3;3;3;2;4999,80;4772,81
1;02;1;5;2;1;1;1;1;46;3;3;3;2;1851,55;1703,03
1;02;3;1;1;1;1;1;1;50;2;3;3;4;4160,00;2969,94
1;02;1;5;1;1;1;1;1;44;3;2;4;2;2554,28;3074,29
1;02;11;1;2;1;1;1;1;24;1;3;3;1;1178,06;1011,65
1;02;2;5;2;1;1;1;1;43;3;4;1;3;1138,61;1328,75
1;02;11;1;2;1;1;1;1;40;3;4;2;1;1038,00;893,19
1;02;2;1;2;1;1;1;1;46;3;4;1;3;1333,66;1164,52
1;02;2;1;2;1;1;1;1;26;1;3;3;2;2543,36;1842,87
1;02;8;1;1;1;1;1;1;48;2;2;4;4;3491,55;2412,44
1;02;1;1;2;1;1;1;1;36;2;2;4;2;5731,99;2306,98
1;02;12;1;2;1;1;1;1;71;3;4;2;5;2115,09;2401,04
1;02;3;1;2;1;1;2;1;64;3;3;3;4;3561,60;2589,11
1;02;6;1;2;1;1;1;1;20;2;4;1;3;1200,00;989,77
1;02;11;6;2;1;1;1;1;24;1;4;1;1;839,75;860,12
1;02;11;5;2;1;1;1;1;18;1;3;2;1;1257,80;816,30
1;02;3;4;2;1;1;1;2;50;2;2;4;4;2703,10;1842,32
1;02;11;5;2;1;1;3;1;52;2;4;3;1;960,00;928,91
1;02;11;4;2;1;1;1;1;28;1;4;1;1;1749,21;1676,05
1;02;1;5;2;1;1;1;1;47;3;3;3;2;2161,80;2248,58
1;02;12;1;2;1;1;1;1;54;2;3;3;3;3124,00;2924,77
1;02;2;1;1;1;1;1;1;27;1;4;2;3;1860,00;2352,72
1;02;2;1;2;1;1;1;1;41;2;3;2;3;3208,00;1778,67
1;02;1;7;2;1;2;4;2;17;1;3;3;2;1839,00;1897,64
1;02;11;1;2;1;2;4;2;10;1;3;2;1;763,00;710,03
1;02;1;5;2;1;1;4;1;35;1;3;3;2;2021,00;1509,55
1;02;4;4;2;1;3;4;2;47;2;3;3;5;4450,00;3398,82
1;02;11;5;2;1;1;1;1;44;3;3;3;1;997,00;1047,10
1;02;11;5;1;1;1;4;1;42;1;3;3;1;893,90;371,90
1;02;3;4;2;1;1;1;1;36;1;5;1;4;2691,50;2554,85
1;02;6;7;2;1;1;3;2;30;1;5;1;2;1225,04;1060,91
1;02;11;5;2;1;1;1;1;47;2;4;2;1;833,78;1136,22
1;02;8;1;2;1;1;3;1;42;2;4;3;5;3494,02;3227,06
1;02;6;7;2;1;1;3;2;63;3;4;1;2;1002,47;1010,02
1;02;3;1;2;1;1;1;1;49;2;5;1;4;1834,34;2458,46
1;02;12;1;1;1;1;1;1;50;3;2;4;3;3136,37;2807,18
1;02;12;5;2;1;1;1;1;45;3;3;3;3;3916,66;3703,21
1;02;12;6;1;2;1;2;1;100;4;3;3;6;2795,12;2112,45
1;02;2;4;1;2;1;2;1;120;5;3;3;3;3300,00;2070,07
1;02;10;6;1;3;1;2;1;85;4;4;2;2;827,70;2297,00
1;02;4;4;1;3;1;4;2;90;3;4;1;5;3157,00;2739,11
1;02;1;3;1;3;3;2;1;90;3;3;3;2;-373,53;2389,93
1;02;2;1;1;2;1;2;1;90;4;4;1;3;1303,00;1630,80
1;02;1;1;1;3;1;4;1;60;2;3;3;2;2580,96;3670,56
1;02;1;1;2;3;1;4;1;60;3;2;4;2;7400,00;5686,70
1;02;10;6;1;3;2;3;1;52;1;4;1;3;2151,18;1538,39
1;02;1;5;1;2;1;2;1;50;2;3;3;2;2148,40;2382,79
1;02;1;6;1;2;1;4;1;110;6;2;2;2;3934,90;3648,56
1;02;1;5;1;2;1;3;1;36;2;3;3;2;2323,34;3766,60
1;02;2;1;1;2;1;2;1;65;3;2;3;3;4441,50;4701,36
1;02;1;7;1;2;1;2;1;65;2;3;3;2;2819,86;2735,12
1;02;4;4;2;2;1;2;1;48;2;3;3;5;4900,69;3531,76
1;02;1;6;1;2;1;2;1;135;5;3;3;2;1672,54;1021,63
1;02;12;6;1;2;1;4;1;56;4;3;2;2;1768,43;1427,17
1;02;8;4;1;2;1;2;1;150;7;3;3;4;4810,50;7155,49
1;02;12;1;2;1;2;4;2;39;2;3;3;2;1665,80;1379,19
1;02;2;1;1;2;1;2;2;50;2;4;2;3;1785,60;1344,42
1;02;2;1;1;2;1;2;1;48;3;3;3;3;2340,10;1947,10
1;02;2;6;1;2;1;2;1;90;1;3;3;3;2335,15;2286,98
1;02;3;4;1;2;1;4;1;45;2;3;3;4;4089,65;3373,93
1;02;12;1;1;2;1;2;1;185;6;3;4;3;5740,00;8508,22
1;02;2;1;1;2;1;2;1;62;3;3;5;3;7675,40;5442,58
1;02;1;5;1;1;1;1;1;54;3;3;3;2;1642,30;2018,77
1;02;1;5;1;1;1;1;1;64;4;3;4;2;1822,01;1819,61
1;02;12;5;1;1;1;1;1;54;3;2;4;3;3123,52;1727,37
1;02;1;1;2;1;1;1;1;42;2;3;4;2;2424,56;1155,71
1;02;11;5;2;1;1;1;1;54;3;2;4;1;1103,30;2547,37
1;02;8;6;1;1;1;1;1;64;4;3;3;4;1603,00;1542,79
1;02;1;1;2;1;1;1;1;54;3;2;4;2;8599,00;14421,16
1;02;12;5;1;1;1;1;1;34;2;3;3;2;1628,80;1052,35
1;02;11;5;2;1;1;1;1;42;2;3;3;1;961,16;910,45
1;02;1;5;1;1;1;1;1;54;3;2;4;2;3808,20;3483,46
1;02;8;1;2;1;1;1;1;42;2;3;4;5;4243,30;2471,17
1;02;6;7;2;1;1;1;1;30;1;3;3;2;1728,00;1582,30
1;02;1;7;2;1;1;1;1;42;2;4;3;2;720,31;2406,12
1;02;1;1;1;1;1;1;1;42;2;3;3;2;3077,67;3134,17
1;02;1;1;2;1;1;1;1;54;3;2;4;2;2818,00;2420,48
1;02;2;1;2;1;1;1;1;54;3;3;4;3;4744,21;2113,87
1;02;9;1;1;1;1;1;1;64;4;3;4;3;2383,08;3547,44
1;02;1;1;2;1;1;1;1;42;2;3;3;2;3258,00;2457,19
1;02;11;1;2;1;1;1;1;42;2;3;3;1;1503,90;2578,05
1;02;3;1;1;1;1;1;1;34;2;3;3;4;2484,00;2424,52
1;02;12;6;2;1;1;1;1;54;3;3;3;2;1630,50;1536,29
1;02;8;1;2;1;1;1;1;63;4;3;3;5;3330,00;4050,12
1;02;1;1;2;1;1;1;1;34;2;3;3;2;2783,50;3418,45
1;02;8;1;2;1;1;1;1;54;3;3;3;5;3176,40;4678,68
1;02;1;5;1;1;1;1;1;55;2;3;3;2;1773,68;1808,13
1;02;8;1;1;3;1;2;1;50;5;3;4;4;5140,66;3417,40
1;02;2;1;2;1;1;2;2;80;3;3;3;3;1378,76;1255,22
1;02;2;1;2;1;1;3;1;60;3;3;3;3;2368,49;3019,58
1;02;12;1;1;2;1;4;1;146;5;3;3;4;2674,22;2565,54
1;02;1;5;1;3;1;2;1;76;4;3;3;2;1703,70;1665,39
1;02;12;1;1;1;1;1;1;82;4;5;1;5;2892,70;2646,50
1;02;11;5;2;3;1;2;2;114;2;4;3;1;740,00;495,05
1;02;10;5;1;1;1;2;1;58;2;3;3;2;2150,23;1773,06
1;02;12;5;2;3;1;2;1;120;5;2;4;4;4172,25;3614,74
1;02;12;7;1;1;1;1;1;80;4;4;2;4;1660,50;1476,59
1;02;3;1;1;1;1;1;1;47;2;3;3;4;2465,70;1748,10
1;02;11;6;2;1;1;1;2;20;1;3;3;1;950,00;1260,19
1;02;6;1;2;1;1;1;1;60;2;5;1;2;1357,80;2953,74
1;02;11;5;1;1;1;3;2;50;1;3;3;1;900,74;597,99
1;02;8;1;1;1;1;2;1;68;3;3;3;4;3851,00;3149,72
1;02;3;1;2;1;1;2;1;65;2;5;1;4;1278,36;1287,06
1;02;8;1;1;1;1;1;1;68;3;5;2;4;3030,45;2401,08
1;02;8;1;2;1;1;2;1;79;4;2;5;4;4669,08;4675,27
1;02;11;5;2;1;1;4;1;28;2;4;3;1;815,00;1748,20
1;02;12;1;2;2;1;4;1;80;3;2;5;3;5300,00;6974,21
1;02;8;1;1;3;2;3;1;74;3;5;1;5;1770,00;2612,67
1;02;1;1;1;1;1;1;1;55;2;3;3;2;1820,00;2112,07
1;02;1;5;1;1;1;2;1;63;3;3;3;2;2259,63;2409,90
1;02;11;5;1;1;1;3;1;33;1;3;3;1;826,34;563,50
1;02;11;5;2;1;1;1;1;46;3;4;1;1;757,00;880,97
1;02;11;7;2;1;1;1;1;22;2;1;6;1;1562,99;938,03
1;02;11;7;2;1;1;1;1;22;2;3;3;1;1554,05;1641,04
1;02;11;7;2;1;1;1;1;22;2;2;3;1;1084,15;1108,92
1;02;11;1;2;1;1;1;2;27;1;4;3;1;767,32;559,30
1;02;2;5;2;1;1;1;1;46;3;5;1;3;2225,81;1921,12
1;02;11;7;2;1;1;1;1;18;1;3;3;1;1116,70;1109,32
1;02;11;1;2;1;1;1;1;34;2;3;3;1;1970,70;3111,64
1;02;8;1;2;1;1;1;1;46;2;4;2;4;3007,18;1484,24
1;02;1;5;2;1;1;1;1;52;3;2;4;2;9199,00;2940,23
1;02;11;7;2;1;1;1;2;34;2;3;3;1;1581,13;1424,86
1;02;2;6;2;1;1;1;1;48;3;4;2;3;1080,00;991,72
1;02;11;5;2;1;1;1;1;40;2;3;2;1;1014,90;964,64
1;02;3;1;2;1;1;1;1;48;3;3;2;4;2234,49;2239,45
1;02;1;1;2;1;1;1;1;27;1;2;4;2;1370,35;1259,30
1;02;12;5;1;1;1;1;1;46;3;3;2;3;2012,90;1459,00
1;02;2;1;2;1;1;1;1;47;3;1;6;3;8321,18;1732,64
1;02;12;5;1;1;1;1;1;48;3;5;2;3;910,00;419,53
1;02;11;5;2;1;1;1;1;27;1;3;3;1;923,09;700,07
1;02;12;1;2;1;1;1;1;46;3;5;3;3;3530,00;3410,61
1;02;1;5;1;1;1;1;1;46;3;3;2;2;1909,10;2713,50
1;02;2;4;2;1;1;1;2;40;2;3;3;3;1793,00;1012,75
1;02;1;1;2;1;1;1;1;40;2;2;4;2;1778,00;1373,99
1;02;2;1;2;1;1;1;1;37;2;3;3;3;2703,00;2375,93
1;02;1;5;2;1;1;1;1;34;2;4;2;2;1694,90;1185,22
1;02;8;4;1;3;1;2;1;165;5;3;3;4;2590,11;1629,29
1;02;9;6;1;3;2;2;1;140;6;3;2;4;2368,02;2164,93
1;02;2;1;1;3;1;2;1;160;7;2;5;3;6380,52;4833,02
1;02;8;2;1;3;1;2;1;92;4;3;3;7;3512,10;2703,89
1;02;8;2;1;3;2;2;1;105;4;3;3;5;2889,15;2853,41
1;02;2;1;2;3;2;2;1;60;1;3;3;3;2339,89;1864,97
1;02;12;5;1;2;2;2;1;86;4;5;1;3;2044,00;1632,00
1;02;2;1;2;3;2;2;1;70;3;3;3;3;2270,00;1991,44
1;02;1;1;1;3;1;2;1;110;5;2;3;2;11385,50;3031,49
1;02;3;1;2;3;2;3;1;14;1;2;4;4;2939,09;1735,93
1;02;8;2;1;3;2;2;1;79;3;3;2;5;3349,00;2680,80
1;02;1;5;1;3;1;2;1;63;3;4;2;2;1963,91;2501,88
1;02;12;6;1;3;2;3;1;80;4;5;1;2;1307,46;1266,11
1;02;11;6;2;2;2;3;1;40;1;5;2;1;951,31;1799,17
1;02;11;5;1;2;2;2;1;54;2;4;2;1;772,93;1805,57
1;02;8;1;1;3;1;2;1;36;2;3;3;7;3566,55;2117,35
1;02;11;5;2;3;1;2;2;21;1;3;2;1;806,09;652,99
1;02;6;1;1;3;1;2;1;50;3;4;1;2;1544,39;1686,95
1;02;1;5;1;3;1;2;1;64;3;3;3;2;1739,32;1560,20
1;02;11;5;1;3;2;3;2;40;1;4;3;1;964,02;365,34
1;02;2;1;1;3;2;2;1;35;2;3;2;3;1454,10;1340,94
1;02;1;5;1;3;2;2;1;80;3;2;3;2;1827,50;1321,12
1;02;12;2;1;3;1;2;1;100;3;5;1;6;3482,90;1675,27
1;02;8;2;1;3;2;2;2;57;3;5;1;6;1403,54;2025,15
1;02;12;6;1;3;3;3;2;35;2;5;1;3;1137,70;437,26
1;02;12;1;2;1;1;1;1;56;1;3;3;2;2577,73;1490,08
1;02;6;7;2;1;1;1;1;42;2;4;2;2;847,24;1076,71
1;02;2;1;2;1;1;3;2;14;1;5;1;3;1534,85;1379,18
1;02;2;4;2;1;1;1;1;42;2;3;3;3;1501,50;1486,55
1;02;11;5;2;1;1;1;1;56;3;3;3;1;1411,33;1425,63
1;02;11;5;2;1;1;1;1;46;3;4;2;1;922,00;1155,88
1;02;11;5;2;1;1;1;1;20;1;4;2;1;873,35;1260,19
1;02;11;6;2;1;1;3;2;23;1;5;1;1;443,40;504,36
1;02;11;5;2;1;1;1;1;46;3;5;1;1;882,72;949,32
1;02;3;1;2;1;1;1;1;43;2;5;2;4;1600,00;1662,13
1;02;1;6;1;1;1;1;1;39;2;3;3;2;1978,71;1661,11
1;02;11;5;2;1;1;1;1;40;2;2;4;1;1540,00;1340,59
1;02;10;5;2;1;1;1;1;56;3;2;4;3;3139,00;2242,31
1;02;2;1;2;1;1;1;1;46;2;3;3;3;2649,60;3419,90
1;02;11;5;2;1;1;1;1;56;3;3;3;1;1150,00;1108,71
1;02;3;1;1;1;1;1;1;46;3;3;3;4;3018,50;12413,75
1;02;1;5;2;1;1;1;1;38;2;3;3;2;2492,47;2299,86
1;02;11;1;2;1;1;1;1;40;2;3;4;1;1600,00;2791,67
1;02;11;1;2;1;1;3;1;26;1;5;1;1;507,12;394,42
1;02;11;1;2;1;1;1;1;48;3;3;3;1;3637,52;2464,46
1;02;1;5;2;1;1;1;1;47;3;4;2;2;1492,00;1680,49
1;02;12;6;1;1;1;3;1;53;2;4;2;4;2777,59;1992,81
1;02;1;7;2;1;1;1;1;46;3;5;1;2;1086,97;1172,75
1;02;1;1;2;1;1;1;1;46;3;3;4;2;3180,55;3383,88
1;02;2;1;2;1;1;1;1;65;3;3;3;3;7414,33;4663,86
1;02;1;1;2;1;1;2;1;47;2;1;6;2;10825,94;2987,17
1;02;5;1;2;1;1;1;1;62;3;5;1;6;2056,95;2064,63
1;02;6;4;2;1;1;1;1;54;3;3;3;2;1242,50;1159,72
1;02;1;5;2;1;1;1;1;49;2;3;3;2;2327,11;1839,58
1;02;2;1;2;1;1;1;1;64;3;3;3;3;4729,30;2887,34
1;02;2;1;1;1;1;1;1;51;2;3;3;3;3976,16;1720,76
1;02;11;1;2;1;1;1;1;50;2;3;3;1;1585,77;2689,56
1;02;1;1;1;1;3;1;1;60;3;4;2;2;1261,38;1430,05
1;02;11;1;2;1;3;1;2;34;2;2;4;1;4200,00;3565,85
1;02;11;1;2;1;3;1;2;32;1;2;4;1;2240,45;2798,85
1;02;11;1;2;1;1;1;1;47;2;2;4;1;3288,20;2440,75
1;02;3;1;2;1;1;1;1;50;2;2;4;4;4261,00;4567,27
1;02;3;1;2;1;1;1;1;65;3;2;4;4;3738,00;2553,17
1;02;6;1;2;1;1;1;1;63;3;5;1;3;1689,00;2409,73
1;02;1;1;2;1;1;1;1;87;4;2;4;2;5152,76;6289,55
1;02;1;1;2;1;1;2;1;30;1;2;5;2;4312,60;11487,05
1;02;1;5;2;1;1;1;1;46;2;2;4;2;3701,50;8282,76
1;02;1;5;2;1;1;1;1;50;2;3;3;2;1314,90;1174,39
1;02;1;1;2;1;1;1;1;65;3;1;6;2;3722,18;6565,81
1;02;1;1;2;1;1;1;1;30;2;2;4;2;3600,00;3635,49
1;02;11;5;2;1;1;1;1;36;1;3;5;1;1494,73;1088,60
1;02;11;4;2;1;1;1;1;68;3;2;4;1;1499,00;1574,84
1;02;2;1;2;1;1;1;1;50;2;3;3;3;3365,19;3218,85
1;02;12;6;2;1;1;5;2;35;1;5;1;4;1569,40;1104,14
1;02;12;4;2;1;1;5;2;17;1;5;1;2;920,30;483,21
1;02;12;6;2;1;1;4;1;40;2;3;4;3;1743,38;2052,59
1;02;1;1;1;1;1;3;1;63;2;3;3;2;2730,00;1889,10
1;02;12;7;2;1;1;4;1;76;2;4;1;3;983,00;1247,09
1;02;1;5;2;1;1;1;1;64;2;3;3;2;2177,98;1967,59
1;02;1;5;2;1;1;4;1;68;2;3;3;2;2295,60;2141,75
1;02;12;1;2;1;1;4;1;120;4;3;2;4;2320,00;8027,89
1;02;1;1;2;1;1;4;1;74;2;1;5;2;1734,30;2435,63
1;02;11;7;2;1;1;4;1;50;2;5;3;1;1077,54;826,05
1;02;11;5;2;1;1;3;2;55;2;5;2;1;1405,02;1146,69
1;02;6;1;2;1;1;4;1;59;2;4;3;2;1590,66;1780,25
1;02;12;5;1;1;1;4;1;48;2;3;3;3;2824,12;1436,81
1;02;11;1;2;1;1;4;1;10;1;3;3;1;1120,24;853,32
1;02;11;7;2;1;1;4;1;10;1;3;3;1;514,00;536,15
1;02;11;7;2;1;1;4;1;20;1;3;3;1;693,27;693,70
1;02;6;1;2;1;1;4;1;45;2;4;1;2;675,16;1726,58
1;02;4;1;2;1;1;4;1;70;2;3;3;5;3907,80;2359,42
1;02;12;1;2;1;1;1;1;70;4;5;1;3;3185,03;1889,98
1;02;12;1;2;2;1;1;1;73;4;3;4;3;3266,00;2697,49
1;02;12;1;1;1;1;1;1;61;3;3;3;3;1932,76;1855,78
1;02;3;1;2;1;1;3;1;35;1;4;1;4;1390,00;1078,88
1;02;11;5;2;1;1;3;1;35;1;5;2;1;638,00;656,94
1;02;8;5;1;1;1;3;1;79;3;3;4;5;4731,44;6626,90
1;02;11;5;2;1;1;4;1;49;1;2;4;1;11324,24;2769,44
1;02;11;1;2;1;1;1;2;20;1;3;3;1;1573,17;1244,33
1;02;11;7;2;1;3;1;2;20;1;4;2;1;592,35;672,01
1;02;11;7;2;1;3;1;2;19;1;2;5;1;1627,64;1672,67
1;02;11;1;2;1;3;1;2;20;1;3;4;1;1722,67;1074,68
1;02;1;1;2;1;1;4;1;28;1;3;3;2;1281,04;1268,79
1;02;10;7;2;1;3;3;1;65;2;5;1;2;269,00;316,39
1;02;12;1;1;1;1;1;1;56;2;3;2;2;556,09;2100,40
1;02;12;1;2;1;1;3;2;54;2;4;1;6;2132,79;2029,52
1;02;12;1;1;1;1;4;1;48;1;3;3;3;1691,90;1573,14
1;02;12;6;2;1;1;3;2;33;2;5;1;2;1395,00;1676,67
1;02;12;1;2;1;1;3;2;57;2;3;2;2;1331,09;728,06
1;02;1;1;2;1;1;3;1;84;2;4;2;2;3090,80;5849,92
1;02;11;6;2;1;1;5;2;21;1;4;3;1;538,22;338,38
1;02;12;7;2;1;3;1;1;56;2;1;5;4;3886,43;3616,34
1;02;11;5;1;1;1;4;1;78;3;4;3;1;1349,86;1668,72
1;02;11;7;2;1;1;4;1;25;1;4;2;1;996,40;561,20
1;02;11;1;2;4;3;1;1;28;1;3;3;1;1070,27;607,12
1;02;10;1;2;1;1;4;1;65;2;1;6;2;1982,29;3397,10
1;02;3;4;2;1;3;1;1;52;2;2;5;4;6800,00;6170,49
1;02;11;1;2;1;1;2;1;82;3;5;1;1;0,00;1940,04
1;02;1;1;2;1;1;3;1;40;2;3;3;2;1680,00;2538,40
1;02;12;1;2;1;1;1;1;66;3;2;2;2;2080,00;3104,77
1;02;8;1;2;1;1;2;1;80;4;2;3;4;6752,49;3948,99
1;02;11;6;2;1;1;4;1;25;1;3;4;1;1147,00;708,64
1;02;1;1;2;1;1;1;2;30;1;2;4;2;4640,37;10710,58
1;02;11;7;2;1;1;1;2;23;1;1;5;1;900,61;1469,32
1;02;11;7;2;1;1;1;2;15;0;3;2;1;1029,33;706,32
1;02;11;7;2;1;1;1;2;14;0;3;3;1;979,08;907,84
1;02;1;1;2;1;1;1;1;72;3;2;4;2;4689,75;2788,81
1;02;12;6;2;1;1;4;2;32;1;3;2;3;996,00;1040,71
1;02;2;4;2;1;1;1;1;47;2;3;3;3;3891,40;3141,82
2;04;1;1;2;1;1;1;1;47;3;2;4;2;2783,00;2975,34
2;04;3;1;2;1;1;1;1;39;2;4;3;4;2439,81;2045,01
2;04;3;1;2;1;1;1;1;46;3;4;1;4;2259,70;2263,40
2;04;1;4;2;1;1;1;1;61;3;3;4;2;4168,00;1945,10
2;04;11;5;2;1;1;1;1;50;2;4;3;1;942,00;1078,80
2;04;12;1;1;1;1;1;1;77;4;2;4;5;3395,92;3692,16
2;04;1;5;2;1;1;1;1;20;1;3;3;2;1411,29;1717,85
2;04;2;4;2;1;1;1;1;42;2;4;2;3;1200,00;978,91
2;04;1;5;2;1;1;1;1;48;3;5;2;2;4949,62;9139,66
2;04;2;4;1;1;1;1;1;68;3;2;4;3;5704,00;4315,67
2;04;11;1;2;1;1;1;1;38;2;4;2;1;1293,59;968,49
2;04;12;5;2;1;1;1;1;47;3;4;2;2;1520,04;1392,93
2;04;11;7;2;1;1;1;2;15;1;3;3;1;553,00;479,57
2;04;11;6;2;1;1;1;2;15;1;4;2;1;722,32;602,52
2;04;11;7;2;1;1;1;2;12;1;4;2;1;153,30;498,95
2;04;11;7;2;1;1;1;2;12;1;3;3;1;673,39;561,64
2;04;12;1;2;1;1;1;1;49;2;3;3;3;2872,49;2866,21
2;04;1;1;2;1;1;1;1;76;4;3;3;2;3300,00;1506,16
2;04;3;1;2;1;1;1;1;37;2;3;3;4;3528,64;3048,80
2;04;11;5;2;1;1;1;1;38;2;3;3;1;1051,11;1491,63
2;04;6;7;2;1;1;1;1;26;1;5;1;3;1066,80;1009,05
2;04;11;5;2;1;1;1;1;50;2;4;2;1;790,62;682,90
2;04;11;1;2;1;1;1;2;37;2;2;4;1;1916,43;1705,16
2;04;2;1;2;1;1;1;1;59;3;3;3;3;2580,00;1787,05
2;04;1;5;2;1;1;1;1;47;3;3;4;2;2318,19;1681,57
2;04;11;5;2;1;1;1;1;49;3;4;2;1;964,00;792,59
2;04;6;1;2;1;1;1;1;48;3;2;4;2;5156,51;4970,64
2;04;2;5;2;1;1;1;1;77;4;3;3;3;1883,40;1229,43
2;04;11;6;2;1;1;1;2;49;2;5;1;1;602,69;420,45
2;04;1;5;2;1;1;1;1;63;3;3;4;2;3271,68;3813,10
2;04;8;1;1;1;1;1;1;64;3;3;4;5;2573,10;1453,01
2;04;3;1;2;1;1;1;2;63;3;5;1;4;1119,73;938,33
2;04;2;1;2;1;1;1;1;49;2;3;3;3;2082,00;1923,52
2;04;6;1;2;1;1;1;1;43;2;5;1;3;2551,20;2582,97
2;04;2;6;2;1;1;1;1;63;3;3;2;3;1823,12;1759,10
2;04;11;5;2;1;1;1;1;31;1;3;3;1;985,54;733,21
2;04;12;1;2;1;1;1;1;54;3;3;4;3;3455,00;2986,73
2;04;3;1;2;1;1;1;1;60;3;3;3;4;2571,00;3420,57
2;04;1;5;2;1;1;1;1;49;2;3;3;2;5275,70;1871,26
2;04;12;5;2;1;1;1;1;35;2;3;3;3;2300,00;2685,19
2;04;11;5;2;1;1;1;1;46;2;3;3;1;1750,00;981,19
2;04;1;1;1;1;1;1;1;34;1;3;3;2;2205,00;1140,27
2;04;3;1;2;1;1;1;1;63;3;3;2;4;2392,00;2079,11
2;04;12;5;2;1;1;1;1;63;3;3;2;3;2048,20;3289,29
